symbol,signal_date,regime_status,total_score,grade,s_volume,s_stochrsi,s_fib,s_sr,s_pattern,plan_entry,plan_sl,plan_tp1,plan_tp2,plan_rr1,status,fill_date,fill_price,exit_date,exit_type,bars_held,pnl_r,win,source
NEIROUSDT,2025-07-24 00:00:00+00:00,HIJAU,25,C,8,3,8,6,0,0.00035018658,0.0002274313325000142,0.0006698850000000001,0.0008297342100000001,2.6,cancelled,,,,,,,,system
NEIROUSDT,2025-08-19 00:00:00+00:00,HIJAU,37,C,15,12,9,1,0,0.00035081,0.0003340546902,0.00038564999999999997,0.00050784104,2.08,filled,2025-08-20 00:00:00+00:00,0.00035081,2025-08-25 00:00:00+00:00,TP1_BE,5.0,0.9752997052910339,True,system
NEIROUSDT,2025-08-26 00:00:00+00:00,HIJAU,30,C,5,12,12,1,0,0.00035766,0.0003518223,0.00038564999999999997,0.00050784104,4.79,filled,2025-08-27 00:00:00+00:00,0.00035766,2025-08-28 00:00:00+00:00,SL,1.0,-1.1823023397656507,False,system
NEIROUSDT,2025-08-31 00:00:00+00:00,HIJAU,27,C,5,12,9,1,0,0.00034379,0.0003258175734,0.00038564999999999997,0.00045838568,2.33,filled,2025-09-01 00:00:00+00:00,0.00034379,2025-09-02 00:00:00+00:00,SL,1.0,-1.0558867407650552,False,system
NEIROUSDT,2025-09-03 00:00:00+00:00,HIJAU,33,C,5,15,12,1,0,0.00034448,0.0003258175734,0.00038564999999999997,0.00045838568,2.21,filled,2025-09-04 00:00:00+00:00,0.00034448,2025-09-15 00:00:00+00:00,TP1_BE,11.0,1.0459889922621386,True,system
NEIROUSDT,2025-10-09 00:00:00+00:00,HIJAU,20,C,8,3,9,0,0,0.00026696,0.0002636929944,0.000281135,0.00032141488,4.34,filled,2025-10-10 00:00:00+00:00,0.00026696,2025-10-11 00:00:00+00:00,SL,1.0,-1.2436424122146301,False,system
NEIROUSDT,2025-11-01 00:00:00+00:00,HIJAU,33,C,5,7,5,4,12,0.00011697047,7.292686914055308e-05,0.00020908500000000002,0.000255142265,2.09,cancelled,,,,,,,,system
NEIROUSDT,2025-11-12 00:00:00+00:00,HIJAU,31,C,8,3,8,0,12,0.00011697047,7.372685706209216e-05,0.00020908500000000002,0.000255142265,2.13,filled,2025-11-21 00:00:00+00:00,0.00011697047,2025-12-21 00:00:00+00:00,TIMEOUT,30.0,-0.2787418938038935,False,system
NEIROUSDT,2026-01-08 00:00:00+00:00,HIJAU,25,C,8,3,5,1,8,9.426779e-05,6.975100341419024e-05,0.000152285,0.00018915968,2.37,cancelled,,,,,,,,system
NEIROUSDT,2026-01-20 00:00:00+00:00,HIJAU,28,C,8,3,9,1,7,0.00011171,0.0001081230084,0.00012808999999999997,0.000152285,4.57,filled,2026-01-21 00:00:00+00:00,0.00011171,2026-01-25 00:00:00+00:00,SL,4.0,-1.0919297681365565,False,system
NEIROUSDT,2026-01-26 00:00:00+00:00,HIJAU,26,C,5,3,12,6,0,0.00011491,0.0001081230084,0.000152285,0.00017097249999999998,5.51,filled,2026-01-27 00:00:00+00:00,0.00011491,2026-01-29 00:00:00+00:00,SL,2.0,-1.049293254775175,False,system
NEIROUSDT,2026-02-19 00:00:00+00:00,HIJAU,35,C,5,3,15,0,12,7.249e-05,6.66844002e-05,9.335303999999999e-05,0.00010378455999999998,3.59,filled,2026-02-20 00:00:00+00:00,7.249e-05,2026-02-23 00:00:00+00:00,SL,3.0,-1.035959161893985,False,system
NEIROUSDT,2026-02-24 00:00:00+00:00,HIJAU,32,C,8,12,12,0,0,6.631e-05,6.11685e-05,9.335303999999999e-05,0.00010687455999999998,5.26,filled,2026-02-25 00:00:00+00:00,6.631e-05,2026-02-28 00:00:00+00:00,SL,3.0,-1.0371915434698002,False,system
NEIROUSDT,2026-03-01 00:00:00+00:00,HIJAU,32,C,8,12,12,0,0,6.677e-05,6.11685e-05,9.335303999999999e-05,0.00010664455999999999,4.75,filled,2026-03-02 00:00:00+00:00,6.677e-05,2026-03-22 00:00:00+00:00,SL,20.0,-1.0342605642684957,False,system
NEIROUSDT,2026-03-23 00:00:00+00:00,HIJAU,49,C,15,3,12,12,7,6.328e-05,6.054795000000001e-05,8.405832000000001e-05,9.444748e-05,7.61,filled,2026-03-24 00:00:00+00:00,6.328e-05,2026-03-26 00:00:00+00:00,SL,2.0,-1.0679867831939343,False,system
NEIROUSDT,2026-04-14 00:00:00+00:00,HIJAU,36,C,8,3,9,6,10,6.438e-05,6.37776216e-05,6.674e-05,8.405832000000001e-05,3.92,filled,2026-04-15 00:00:00+00:00,6.438e-05,2026-04-17 00:00:00+00:00,TP1_TP2,2.0,17.944695177615774,True,system
NEIROUSDT,2026-04-20 00:00:00+00:00,HIJAU,36,C,8,3,9,6,10,8.47e-05,7.7758263e-05,9.9225e-05,0.0001679976,2.09,filled,2026-04-21 00:00:00+00:00,8.47e-05,2026-04-27 00:00:00+00:00,TP1_BE,6.0,1.0080344272982433,True,system
NEIROUSDT,2026-05-05 00:00:00+00:00,HIJAU,47,C,8,3,20,6,10,9.829e-05,7.695796887619833e-05,0.00017028512,0.00020628268,3.37,filled,2026-05-06 00:00:00+00:00,9.829e-05,2026-05-29 00:00:00+00:00,SL,23.0,-1.0123233750131047,False,system
NEIROUSDT,2026-06-18 00:00:00+00:00,HIJAU,31,C,15,3,12,1,0,6.722e-05,6.25193712e-05,9.9225e-05,0.00011808224,6.81,filled,2026-06-19 00:00:00+00:00,6.722e-05,2026-06-23 00:00:00+00:00,SL,4.0,-1.0414011434202977,False,system
NEWTUSDT,2026-03-01 00:00:00+00:00,HIJAU,27,C,8,3,12,4,0,0.0717,0.066149424,0.09090000000000001,0.10744480000000001,3.46,filled,2026-03-02 00:00:00+00:00,0.0717,2026-03-04 00:00:00+00:00,SL,2.0,-1.0372532348512986,False,system
NEWTUSDT,2026-03-06 00:00:00+00:00,HIJAU,30,C,5,12,9,4,0,0.0652,0.0609715,0.09090000000000001,0.10744480000000001,6.08,filled,2026-03-07 00:00:00+00:00,0.0652,2026-04-06 00:00:00+00:00,TP1_TIMEOUT,30.0,3.2596445548066795,True,system
NEWTUSDT,2026-04-10 00:00:00+00:00,HIJAU,21,C,5,3,12,1,0,0.069,0.065725704,0.07769999999999999,0.1049008,2.66,filled,2026-04-11 00:00:00+00:00,0.069,2026-04-12 00:00:00+00:00,SL,1.0,-1.0617201966920478,False,system
NEWTUSDT,2026-04-21 00:00:00+00:00,HIJAU,37,C,20,3,8,6,0,0.0784891,0.0763375,0.09090000000000001,0.1159672,5.77,filled,2026-04-23 00:00:00+00:00,0.0784891,2026-04-27 00:00:00+00:00,SL,4.0,-1.1079387320133811,False,system
NEWTUSDT,2026-04-28 00:00:00+00:00,HIJAU,58,C,15,8,20,15,0,0.0781,0.0763375,0.09090000000000001,0.1159672,7.26,filled,2026-04-29 00:00:00+00:00,0.0781,2026-04-30 00:00:00+00:00,SL,1.0,-1.131436670212762,False,system
NEWTUSDT,2026-05-06 00:00:00+00:00,HIJAU,46,C,15,5,20,6,0,0.077,0.07170800000000001,0.1159672,0.1354508,7.36,filled,2026-05-07 00:00:00+00:00,0.077,2026-05-16 00:00:00+00:00,SL,9.0,-1.0421512936507908,False,system
NEWTUSDT,2026-05-18 00:00:00+00:00,HIJAU,39,C,8,10,15,6,0,0.073,0.07170800000000001,0.07769999999999999,0.0953352,3.64,filled,2026-05-19 00:00:00+00:00,0.073,2026-05-23 00:00:00+00:00,TP1_BE,4.0,1.6466533862229342,True,system
NEWTUSDT,2026-05-27 00:00:00+00:00,HIJAU,37,C,5,3,15,7,7,0.0714,0.0692455,0.07769999999999999,0.0855408,2.92,filled,2026-05-28 00:00:00+00:00,0.0714,2026-05-29 00:00:00+00:00,SL,1.0,-1.0979203189835145,False,system
NEWTUSDT,2026-06-20 00:00:00+00:00,HIJAU,26,C,8,3,15,0,0,0.0529,0.050819274,0.0617,0.06609999999999999,4.23,filled,2026-06-21 00:00:00+00:00,0.0529,2026-06-22 00:00:00+00:00,SL,1.0,-1.0747719552516721,False,system
NEWTUSDT,2026-07-09 00:00:00+00:00,HIJAU,42,C,15,12,15,0,0,0.0479,0.04614588,0.055076,0.058664,4.09,filled,2026-07-10 00:00:00+00:00,0.0479,2026-07-13 00:00:00+00:00,SL,3.0,-1.0804219192871565,False,system
NEWTUSDT,2026-07-14 00:00:00+00:00,HIJAU,42,C,15,12,15,0,0,0.0484,0.04614588,0.055076,0.058414,2.96,cancelled,,,,,,,,system
MASKUSDT,2022-02-13 00:00:00+00:00,HIJAU,44,C,8,3,15,6,12,5.872,5.3603700000000005,7.3985,8.278872,2.98,filled,2022-02-14 00:00:00+00:00,5.872,2022-02-18 00:00:00+00:00,SL,4.0,-1.0329316318726416,False,system
MASKUSDT,2022-03-10 00:00:00+00:00,HIJAU,29,C,8,8,12,1,0,4.075,3.90679938,4.708,5.356576,3.76,filled,2022-03-11 00:00:00+00:00,4.075,2022-03-12 00:00:00+00:00,SL,1.0,-1.0711815638391173,False,system
MASKUSDT,2022-03-16 00:00:00+00:00,HIJAU,70,A,22,20,15,6,7,4.136,3.90679938,4.708,5.356576,2.5,filled,2022-03-17 00:00:00+00:00,4.136,2022-03-25 00:00:00+00:00,TP1_TP2,8.0,3.850495762812509,True,system
MASKUSDT,2022-04-09 00:00:00+00:00,HIJAU,73,A,15,20,20,6,12,4.649,4.1216056199999995,7.249424,8.549636,4.93,filled,2022-04-10 00:00:00+00:00,4.649,2022-04-11 00:00:00+00:00,SL,1.0,-1.0249456054635782,False,system
MASKUSDT,2022-04-12 00:00:00+00:00,HIJAU,36,C,15,3,12,6,0,4.246,4.1216056199999995,4.708,7.249424,3.71,filled,2022-04-13 00:00:00+00:00,4.246,2022-04-17 00:00:00+00:00,SL,4.0,-1.1009006245072237,False,system
MASKUSDT,2022-04-18 00:00:00+00:00,HIJAU,43,C,15,10,12,6,0,4.296,4.1216056199999995,4.708,7.249424,2.36,filled,2022-04-19 00:00:00+00:00,4.296,2022-04-21 00:00:00+00:00,SL,2.0,-1.0724019640265303,False,system
MASKUSDT,2022-04-22 00:00:00+00:00,HIJAU,29,C,8,3,12,6,0,4.214,4.1216056199999995,4.708,7.249424,5.35,filled,2022-04-23 00:00:00+00:00,4.214,2022-04-24 00:00:00+00:00,SL,1.0,-1.1353270039496863,False,system
MASKUSDT,2022-04-25 00:00:00+00:00,HIJAU,45,C,8,12,12,6,7,4.119,3.8316500000000002,4.708,5.116,2.05,filled,2022-04-26 00:00:00+00:00,4.119,2022-04-27 00:00:00+00:00,SL,1.0,-1.0415038060727289,False,system
MASKUSDT,2022-04-29 00:00:00+00:00,HIJAU,46,C,8,15,15,1,7,4.089,3.8316500000000002,4.702333333333333,5.116,2.38,filled,2022-04-30 00:00:00+00:00,4.089,2022-05-01 00:00:00+00:00,SL,1.0,-1.0461671019040182,False,system
MASKUSDT,2022-05-26 00:00:00+00:00,HIJAU,26,C,8,3,15,0,0,1.699,1.5085659599999999,2.7785919999999997,3.3183879999999997,5.67,filled,2022-05-27 00:00:00+00:00,1.699,2022-06-11 00:00:00+00:00,SL,15.0,-1.025265672865102,False,system
MASKUSDT,2022-06-19 00:00:00+00:00,HIJAU,40,C,20,8,12,0,0,1.417,1.149495,2.2061919999999997,2.6007879999999997,2.95,filled,2022-06-20 00:00:00+00:00,1.417,2022-07-20 00:00:00+00:00,TIMEOUT,30.0,0.2976506682118095,True,system
MASKUSDT,2022-08-04 00:00:00+00:00,HIJAU,37,C,20,3,8,6,0,1.5215640000000001,1.32566544,2.1896880000000003,2.5237500000000006,3.41,cancelled,,,,,,,,system
MASKUSDT,2022-08-15 00:00:00+00:00,HIJAU,34,C,5,3,8,6,12,1.566987,1.34748702,2.3207039999999997,2.6975624999999996,3.43,filled,2022-08-18 00:00:00+00:00,1.566987,2022-08-19 00:00:00+00:00,SL,1.0,-1.019917180766894,False,system
MASKUSDT,2022-08-29 00:00:00+00:00,HIJAU,48,C,15,15,12,6,0,1.321,1.249965,1.6146666666666667,2.3207039999999997,4.13,filled,2022-08-30 00:00:00+00:00,1.321,2022-09-06 00:00:00+00:00,SL,7.0,-1.0542898995917485,False,system
MASKUSDT,2022-09-07 00:00:00+00:00,HIJAU,17,C,8,3,5,1,0,1.301946,1.249965,1.556232,1.683375,4.89,filled,2022-09-13 00:00:00+00:00,1.301946,2022-09-16 00:00:00+00:00,SL,3.0,-1.0736402241299656,False,system
MASKUSDT,2022-09-17 00:00:00+00:00,HIJAU,55,C,15,12,15,6,7,1.326,1.249965,1.5829999999999997,1.7114999999999996,3.38,cancelled,,,,,,,,system
MASKUSDT,2022-10-22 00:00:00+00:00,HIJAU,35,C,5,15,15,0,0,1.04,0.9936273599999998,1.1898719999999998,1.2648079999999997,3.23,filled,2022-10-23 00:00:00+00:00,1.04,2022-10-28 00:00:00+00:00,TP1_TP2,5.0,3.9665432822025957,True,system
MASKUSDT,2022-11-01 00:00:00+00:00,HIJAU,47,C,20,3,8,6,10,1.8775469999999999,1.5819100000000001,3.3533333333333335,4.0912265,4.99,cancelled,,,,,,,,system
MASKUSDT,2022-11-20 00:00:00+00:00,HIJAU,33,C,15,3,9,6,0,2.427,2.13351,3.3533333333333335,7.343808000000001,3.16,filled,2022-11-21 00:00:00+00:00,2.427,2022-12-16 00:00:00+00:00,TP1_BE,25.0,1.5509596519472562,True,system
MASKUSDT,2022-12-17 00:00:00+00:00,HIJAU,41,C,5,15,15,6,0,2.594,2.2881549999999997,3.3533333333333335,5.345496,2.48,filled,2022-12-18 00:00:00+00:00,2.594,2022-12-19 00:00:00+00:00,SL,1.0,-1.0239447609818673,False,system
MASKUSDT,2022-12-22 00:00:00+00:00,HIJAU,39,C,8,10,15,6,0,2.473,2.2881549999999997,3.3533333333333335,5.345496,4.76,filled,2022-12-23 00:00:00+00:00,2.473,2022-12-24 00:00:00+00:00,SL,1.0,-1.0386368304390161,False,system
MASKUSDT,2022-12-25 00:00:00+00:00,HIJAU,29,C,5,3,15,6,0,2.272,2.0950949999999997,3.3533333333333335,5.345496,6.11,filled,2022-12-26 00:00:00+00:00,2.272,2022-12-28 00:00:00+00:00,SL,2.0,-1.0370296540657398,False,system
MASKUSDT,2022-12-29 00:00:00+00:00,HIJAU,29,C,8,3,12,6,0,2.074,1.6857739800000002,3.3533333333333335,5.345496,3.3,filled,2022-12-30 00:00:00+00:00,2.074,2023-01-29 00:00:00+00:00,TP1_TIMEOUT,30.0,2.994877190354223,True,system
MASKUSDT,2023-01-30 00:00:00+00:00,HIJAU,45,C,8,8,5,12,12,2.674277,2.5216,3.56325,4.0077365,5.82,cancelled,,,,,,,,system
MASKUSDT,2023-02-12 00:00:00+00:00,HIJAU,70,A,15,15,20,20,0,3.571,3.485915,3.9105,6.327872,3.99,filled,2023-02-13 00:00:00+00:00,3.571,2023-02-14 00:00:00+00:00,SL,1.0,-1.1244098847329058,False,system
MASKUSDT,2023-02-18 00:00:00+00:00,HIJAU,34,C,15,5,8,6,0,3.480866,3.1539699999999997,4.702333333333333,6.327872,3.74,filled,2023-02-25 00:00:00+00:00,3.480866,2023-03-04 00:00:00+00:00,SL,7.0,-1.030445210244235,False,system
MASKUSDT,2023-03-23 00:00:00+00:00,HIJAU,34,C,8,3,5,6,12,4.18382,2.8396285018525993,7.3985,9.005840000000001,2.39,cancelled,,,,,,,,system
MASKUSDT,2023-05-21 00:00:00+00:00,HIJAU,31,C,8,3,5,15,0,3.732749,3.428785,4.702333333333333,5.884207999999999,3.19,filled,2023-05-25 00:00:00+00:00,3.732749,2023-06-10 00:00:00+00:00,TP1_BE,16.0,1.555667690294742,True,system
MASKUSDT,2023-06-27 00:00:00+00:00,HIJAU,29,C,5,3,20,1,0,3.534,3.2726548799999997,4.372176,4.791264,3.21,filled,2023-06-28 00:00:00+00:00,3.534,2023-06-30 00:00:00+00:00,SL,2.0,-1.039067547894369,False,system
MASKUSDT,2023-07-01 00:00:00+00:00,HIJAU,41,C,5,15,20,1,0,3.518,3.2726548799999997,4.372176,4.799263999999999,3.48,filled,2023-07-02 00:00:00+00:00,3.518,2023-07-06 00:00:00+00:00,SL,4.0,-1.0415174550549835,False,system
MASKUSDT,2023-07-07 00:00:00+00:00,HIJAU,52,C,15,12,12,6,7,3.356,3.2726548799999997,3.56325,4.372176,2.49,filled,2023-07-08 00:00:00+00:00,3.356,2023-07-10 00:00:00+00:00,SL,2.0,-1.1192994142015669,False,system
MASKUSDT,2023-07-13 00:00:00+00:00,HIJAU,46,C,8,3,5,20,10,3.4084019999999997,3.2120629199999997,3.9105,4.161549,2.56,cancelled,,,,,,,,system
MASKUSDT,2023-08-01 00:00:00+00:00,HIJAU,53,C,15,3,20,15,0,3.531,3.416965,4.438320000000001,4.891980000000001,7.96,filled,2023-08-02 00:00:00+00:00,3.531,2023-08-03 00:00:00+00:00,SL,1.0,-1.0913930329942507,False,system
MASKUSDT,2023-08-04 00:00:00+00:00,HIJAU,61,B,15,15,12,12,7,3.458,3.3095999999999997,4.42,4.901,6.48,filled,2023-08-05 00:00:00+00:00,3.458,2023-08-15 00:00:00+00:00,SL,10.0,-1.0684061603773534,False,system
MASKUSDT,2023-09-03 00:00:00+00:00,HIJAU,38,C,5,12,20,1,0,2.526,2.3470227,3.1060399999999997,3.3960599999999994,3.24,filled,2023-09-04 00:00:00+00:00,2.526,2023-10-04 00:00:00+00:00,TIMEOUT,30.0,0.8335502798399648,True,system
MASKUSDT,2023-10-05 00:00:00+00:00,HIJAU,43,C,5,3,20,15,0,2.616,2.5216,2.932,3.187448,3.35,filled,2023-10-06 00:00:00+00:00,2.616,2023-10-11 00:00:00+00:00,SL,5.0,-1.081636093220333,False,system
MASKUSDT,2023-10-15 00:00:00+00:00,HIJAU,82,A+,15,20,20,20,7,2.569,2.504855,2.932,3.187448,5.66,filled,2023-10-16 00:00:00+00:00,2.569,2023-10-17 00:00:00+00:00,SL,1.0,-1.118650160924451,False,system
MASKUSDT,2023-10-21 00:00:00+00:00,HIJAU,44,C,5,15,5,12,7,2.435003,2.30210838,2.836376,3.0370625,3.02,cancelled,,,,,,,,system
MASKUSDT,2023-11-01 00:00:00+00:00,HIJAU,43,C,8,3,5,15,12,2.6422730000000003,2.40168258,3.187,3.4593634999999994,2.26,cancelled,,,,,,,,system
MASKUSDT,2023-11-12 00:00:00+00:00,HIJAU,30,C,5,8,5,12,0,2.952296,2.74027,3.572,4.328432,2.92,cancelled,,,,,,,,system
MASKUSDT,2023-12-13 00:00:00+00:00,HIJAU,41,C,8,3,8,15,7,3.2400679999999995,3.1894299999999998,3.572,4.2509999999999994,6.55,filled,2023-12-18 00:00:00+00:00,3.2400679999999995,2024-01-03 00:00:00+00:00,TP1_BE,16.0,3.0806297638730267,True,system
MASKUSDT,2024-01-06 00:00:00+00:00,HIJAU,54,C,22,15,5,12,0,3.487841,3.2702,4.8933333333333335,5.5960795,6.46,filled,2024-01-08 00:00:00+00:00,3.487841,2024-01-23 00:00:00+00:00,SL,15.0,-1.0465774845755114,False,system
MASKUSDT,2024-02-05 00:00:00+00:00,HIJAU,53,C,15,3,8,20,7,3.219177,3.1894299999999998,3.3433333333333337,3.6321839999999996,4.17,cancelled,,,,,,,,system
MASKUSDT,2024-03-02 00:00:00+00:00,HIJAU,50,C,5,8,5,20,12,3.91728,3.4106688000000003,4.9825,5.64576,2.1,cancelled,,,,,,,,system
MASKUSDT,2024-03-14 00:00:00+00:00,HIJAU,50,C,15,3,5,20,7,4.074717000000001,3.94,4.9825,6.099864,6.74,filled,2024-03-17 00:00:00+00:00,4.074717000000001,2024-03-19 00:00:00+00:00,TP1_BE,2.0,3.2734305150482,True,system
MASKUSDT,2024-03-20 00:00:00+00:00,HIJAU,50,C,8,15,8,12,7,4.12455,3.94,4.702333333333333,6.2436,3.13,cancelled,,,,,,,,system
MASKUSDT,2024-04-09 00:00:00+00:00,HIJAU,50,C,15,3,20,12,0,4.55673,4.48175,4.8933333333333335,7.49016,4.49,filled,2024-04-12 00:00:00+00:00,4.55673,2024-04-13 00:00:00+00:00,SL,1.0,-1.180818318084812,False,system
MASKUSDT,2024-05-01 00:00:00+00:00,HIJAU,62,B,15,12,20,15,0,3.162,3.04365,4.018392,4.446588,7.24,filled,2024-05-02 00:00:00+00:00,3.162,2024-06-01 00:00:00+00:00,TIMEOUT,30.0,2.3327853231939244,True,system
MASKUSDT,2024-06-03 00:00:00+00:00,HIJAU,45,C,5,7,5,20,8,3.174819,3.007205,3.5801666666666665,3.888648,2.42,filled,2024-06-07 00:00:00+00:00,3.174819,2024-06-11 00:00:00+00:00,SL,4.0,-1.0553242557721867,False,system
MASKUSDT,2024-08-20 00:00:00+00:00,HIJAU,50,C,15,3,5,15,12,1.7975750000000001,1.6503795,2.1310000000000002,2.2977125000000003,2.27,cancelled,,,,,,,,system
MASKUSDT,2024-09-02 00:00:00+00:00,HIJAU,48,C,8,15,5,20,0,1.8990050000000003,1.6991073,2.3273333333333333,2.5679600000000002,2.14,filled,2024-09-06 00:00:00+00:00,1.8990050000000003,2024-10-05 00:00:00+00:00,TP1_TP2,29.0,2.7119970039049974,True,system
MASKUSDT,2024-10-06 00:00:00+00:00,HIJAU,45,C,5,15,5,20,0,1.996025,1.7457165,2.539,2.8478,2.17,cancelled,,,,,,,,system
MASKUSDT,2024-10-20 00:00:00+00:00,HIJAU,55,C,15,15,5,20,0,1.9439870000000001,1.72071702,2.44825,2.7003814999999998,2.26,cancelled,,,,,,,,system
MASKUSDT,2024-12-11 00:00:00+00:00,HIJAU,35,C,15,3,5,12,0,2.99024,2.72845,3.986666666666667,5.18408,3.81,filled,2024-12-19 00:00:00+00:00,2.99024,2024-12-20 00:00:00+00:00,SL,1.0,-1.0327673551128749,False,system
MASKUSDT,2024-12-28 00:00:00+00:00,HIJAU,82,A+,15,15,20,20,12,3.079,2.936285,3.9360000000000004,5.48376,6.0,filled,2024-12-29 00:00:00+00:00,3.079,2024-12-30 00:00:00+00:00,SL,1.0,-1.0632238997827783,False,system
MASKUSDT,2024-12-31 00:00:00+00:00,HIJAU,34,C,15,7,5,7,0,2.663796,2.52357,3.1265,3.624432,3.3,filled,2025-01-08 00:00:00+00:00,2.663796,2025-01-13 00:00:00+00:00,SL,5.0,-1.0554898457703956,False,system
MASKUSDT,2025-02-08 00:00:00+00:00,HIJAU,46,C,5,7,12,15,7,2.237,2.160105,2.7261599999999997,2.9707399999999993,6.36,filled,2025-02-09 00:00:00+00:00,2.237,2025-02-25 00:00:00+00:00,SL,16.0,-1.0857753553221867,False,system
MASKUSDT,2025-03-09 00:00:00+00:00,HIJAU,49,C,15,3,8,20,3,2.173,2.128585,2.422656,2.547484,5.62,filled,2025-03-10 00:00:00+00:00,2.173,2025-03-31 00:00:00+00:00,SL,21.0,-1.1452752382640878,False,system
MASKUSDT,2025-05-09 00:00:00+00:00,HIJAU,45,C,8,20,5,12,0,1.089729,0.9959063399999999,1.396368,1.5496875,3.27,cancelled,,,,,,,,system
MASKUSDT,2025-06-01 00:00:00+00:00,HIJAU,45,C,25,3,5,12,0,1.7904779999999998,1.5819100000000001,2.7925999999999997,3.4175759999999995,4.8,filled,2025-06-06 00:00:00+00:00,1.7904779999999998,2025-06-09 00:00:00+00:00,SL,3.0,-1.0242543740362828,False,system
MASKUSDT,2025-06-10 00:00:00+00:00,HIJAU,23,C,5,3,9,6,0,1.619,1.5819100000000001,1.8170000000000002,4.492416,5.34,filled,2025-06-11 00:00:00+00:00,1.619,2025-06-12 00:00:00+00:00,SL,1.0,-1.1294522390131947,False,system
MASKUSDT,2025-07-30 00:00:00+00:00,HIJAU,45,C,15,3,15,12,0,1.306,1.249965,1.6088333333333333,1.7603119999999999,5.4,filled,2025-07-31 00:00:00+00:00,1.306,2025-08-01 00:00:00+00:00,SL,1.0,-1.0684210853484404,False,system
MASKUSDT,2025-08-08 00:00:00+00:00,HIJAU,56,C,15,7,15,12,7,1.294,1.249965,1.6088333333333333,1.7662499999999999,7.15,filled,2025-08-09 00:00:00+00:00,1.294,2025-08-15 00:00:00+00:00,SL,6.0,-1.0866576477233958,False,system
MASKUSDT,2025-08-16 00:00:00+00:00,HIJAU,36,C,5,3,15,6,7,1.312,1.249965,1.6088333333333333,1.7603119999999999,4.78,filled,2025-08-17 00:00:00+00:00,1.312,2025-08-18 00:00:00+00:00,SL,1.0,-1.0619485535181723,False,system
MASKUSDT,2025-08-22 00:00:00+00:00,HIJAU,34,C,8,8,5,6,7,1.2365050000000002,1.1555973,1.4055,1.4899974999999999,2.09,filled,2025-08-25 00:00:00+00:00,1.2365050000000002,2025-09-22 00:00:00+00:00,SL,28.0,-1.0443492263882177,False,system
MASKUSDT,2025-09-23 00:00:00+00:00,HIJAU,40,C,5,3,20,12,0,1.204,1.149495,1.4200000000000002,1.5280000000000002,3.96,filled,2025-09-24 00:00:00+00:00,1.204,2025-10-10 00:00:00+00:00,SL,16.0,-1.0647696496192955,False,system
MASKUSDT,2025-11-12 00:00:00+00:00,HIJAU,16,C,8,3,5,0,0,0.638661,0.53766306,0.969,1.1341695,3.27,filled,2025-11-21 00:00:00+00:00,0.638661,2025-12-18 00:00:00+00:00,SL,27.0,-1.0174710156362585,False,system
MASKUSDT,2025-12-19 00:00:00+00:00,HIJAU,42,C,8,15,15,4,0,0.573,0.5194430999999999,0.7935000000000001,0.9037500000000002,4.12,filled,2025-12-20 00:00:00+00:00,0.573,2026-01-19 00:00:00+00:00,TIMEOUT,30.0,1.0305960296432406,True,system
MASKUSDT,2026-01-21 00:00:00+00:00,HIJAU,42,C,8,10,20,4,0,0.617,0.56586222,0.811744,0.909116,3.81,filled,2026-01-22 00:00:00+00:00,0.617,2026-01-30 00:00:00+00:00,SL,8.0,-1.0346968307754052,False,system
MASKUSDT,2026-02-20 00:00:00+00:00,HIJAU,33,C,15,3,15,0,0,0.456,0.42755921999999996,0.6191439999999999,0.7007159999999999,5.74,filled,2026-02-21 00:00:00+00:00,0.456,2026-02-23 00:00:00+00:00,SL,2.0,-1.0466004466259324,False,system
MASKUSDT,2026-02-27 00:00:00+00:00,HIJAU,39,C,15,15,9,0,0,0.424,0.38809,0.6191439999999999,0.7167159999999999,5.43,filled,2026-02-28 00:00:00+00:00,0.424,2026-03-29 00:00:00+00:00,SL,29.0,-1.0339223880534654,False,system
MASKUSDT,2026-04-02 00:00:00+00:00,HIJAU,53,C,22,7,15,6,3,0.441,0.41067971999999997,0.522744,0.563616,2.7,filled,2026-04-03 00:00:00+00:00,0.441,2026-04-26 00:00:00+00:00,TP1_TP2,23.0,3.3213341397243017,True,system
MASKUSDT,2026-05-01 00:00:00+00:00,HIJAU,37,C,8,3,20,6,0,0.518,0.4572117,0.82684,0.98126,5.08,filled,2026-05-02 00:00:00+00:00,0.518,2026-05-17 00:00:00+00:00,SL,15.0,-1.0240646299394762,False,system
MASKUSDT,2026-05-26 00:00:00+00:00,HIJAU,33,C,8,8,9,1,7,0.443,0.43143,0.4855,0.5953360000000001,3.67,filled,2026-05-27 00:00:00+00:00,0.443,2026-05-28 00:00:00+00:00,SL,1.0,-1.113366532843547,False,system
MASKUSDT,2026-05-31 00:00:00+00:00,HIJAU,29,C,5,8,8,1,7,0.42680799999999997,0.40276367999999996,0.4855,0.514846,2.44,filled,2026-06-01 00:00:00+00:00,0.42680799999999997,2026-06-04 00:00:00+00:00,SL,3.0,-1.0517531600877004,False,system
MASKUSDT,2026-07-03 00:00:00+00:00,HIJAU,53,C,8,8,5,20,12,0.375423,0.34852158,0.461016,0.5038125,3.18,cancelled,,,,,,,,system
